,region,year,month,mean_monthly_temperature_deviation
5311,Республика Карелия,2012,8,0.33
5312,Республика Карелия,2012,9,1.32
5313,Республика Карелия,2012,10,0.98
5314,Республика Карелия,2012,11,2.51
5315,Республика Карелия,2012,12,-4.41
5316,Республика Карелия,2013,1,2.53
5317,Республика Карелия,2013,2,4.21
5318,Республика Карелия,2013,3,-3.89
5319,Республика Карелия,2013,4,1.63
5320,Республика Карелия,2013,5,2.85
5321,Республика Карелия,2013,6,3.08
5322,Республика Карелия,2013,7,0.3
5323,Республика Карелия,2013,8,2.95
5324,Республика Карелия,2013,9,1.78
5325,Республика Карелия,2013,10,1.35
5326,Республика Карелия,2013,11,3.35
5327,Республика Карелия,2013,12,4.7
5328,Республика Карелия,2014,1,0.81
5329,Республика Карелия,2014,2,6.21
5330,Республика Карелия,2014,3,3.8
5331,Республика Карелия,2014,4,2.24
5332,Республика Карелия,2014,5,1.18
5333,Республика Карелия,2014,6,-1.28
5334,Республика Карелия,2014,7,2.38
5335,Республика Карелия,2014,8,2.94
5336,Республика Карелия,2014,9,3.05
5337,Республика Карелия,2014,10,-0.97
5338,Республика Карелия,2014,11,1.43
5339,Республика Карелия,2014,12,2.12
5340,Республика Карелия,2015,1,2.81
5341,Республика Карелия,2015,2,6.24
5342,Республика Карелия,2015,3,4.38
5343,Республика Карелия,2015,4,0.95
5344,Республика Карелия,2015,5,1.65
5345,Республика Карелия,2015,6,-0.49
5346,Республика Карелия,2015,7,-3.32
5347,Республика Карелия,2015,8,1.8
5348,Республика Карелия,2015,9,3.41
5349,Республика Карелия,2015,10,1.19
5350,Республика Карелия,2015,11,2.7
5351,Республика Карелия,2015,12,4.35
5352,Республика Карелия,2016,1,-3.77
5353,Республика Карелия,2016,2,5.96
5354,Республика Карелия,2016,3,2.64
5355,Республика Карелия,2016,4,2.72
5356,Республика Карелия,2016,5,5.09
5357,Республика Карелия,2016,6,0.2
5358,Республика Карелия,2016,7,1.94
5359,Республика Карелия,2016,8,1.64
5360,Республика Карелия,2016,9,1.03
5361,Республика Карелия,2016,10,0.8
5362,Республика Карелия,2016,11,-0.79
5363,Республика Карелия,2016,12,3.22
5364,Республика Карелия,2017,1,4.27
5365,Республика Карелия,2017,2,2.92
5366,Республика Карелия,2017,3,2.88
5367,Республика Карелия,2017,4,-1.28
5368,Республика Карелия,2017,5,-3.46
5369,Республика Карелия,2017,6,-2.46
5370,Республика Карелия,2017,7,-0.83
5371,Республика Карелия,2017,8,1.01
5372,Республика Карелия,2017,9,-0.11
5373,Республика Карелия,2017,10,0.13
5374,Республика Карелия,2017,11,2.2
5375,Республика Карелия,2017,12,3.92
5376,Республика Карелия,2018,1,4.67
5377,Республика Карелия,2018,2,-0.35
5378,Республика Карелия,2018,3,-2.62
5379,Республика Карелия,2018,4,2.22
5380,Республика Карелия,2018,5,5.25
5381,Республика Карелия,2018,6,-0.26
5382,Республика Карелия,2018,7,2.87
5383,Республика Карелия,2018,8,3.51
5384,Республика Карелия,2018,9,2.64
5385,Республика Карелия,2018,10,1.81
5386,Республика Карелия,2018,11,3.51
